Set,color,num_critic_for_reviews,duration,gross,movie_title,num_voted_users,facenumber_in_poster,num_user_for_reviews,language,content_rating,budget,title_year,imdb_score,aspect_ratio,num_Key_words,movies_made,main_genre,num_genre,num_top_actors,num_pop_actors
train,1,122,136,134006721,The RockÂ ,259492,1,415,English,R,75000000,1996,7.4,2.35,1,12,Action,3,1,0
train,1,164,115,195329763,Ice Age: The MeltdownÂ ,194249,0,253,English,PG,80000000,2006,6.9,1.85,0,4,Action,6,0,0
train,1,147,99,120776832,50 First DatesÂ ,266103,2,456,English,PG13,75000000,2004,6.8,2.35,1,7,Comedy,2,1,0
train,1,219,117,118823091,HairsprayÂ ,98693,9,401,English,PG,75000000,2007,6.7,2.35,2,6,Comedy,6,0,0
train,1,167,125,41814863,Exorcist: The BeginningÂ ,28635,0,308,English,R,50000000,2004,5.1,2,0,14,Horror,3,0,0
train,1,384,125,117698894,Now You See MeÂ ,447979,6,629,English,PG13,75000000,2013,7.3,2.35,1,3,Crime,3,1,0
train,1,151,128,77032279,The TerminalÂ ,303864,0,596,English,PG13,60000000,2004,7.3,1.85,1,24,Comedy,2,1,0
train,1,107,100,73023275,Hotel for DogsÂ ,16271,4,57,English,PG,35000000,2009,5.4,1.85,2,3,Comedy,2,1,0
train,1,269,102,66636385,Charlie Wilson's WarÂ ,88451,1,289,English,R,75000000,2007,7.1,1.85,3,5,Biography,4,2,1
train,1,143,90,160762022,Shark TaleÂ ,132415,0,288,English,PG,75000000,2004,6,1.85,0,2,Adventure,4,2,1
train,1,241,130,103338338,DreamgirlsÂ ,55901,0,503,English,PG13,70000000,2006,6.5,2.35,1,5,Drama,3,0,0
train,1,161,118,55808744,Be CoolÂ ,59435,4,323,English,PG13,53000000,2005,5.7,2.4,0,7,Comedy,3,1,0
train,1,89,142,43426961,Tears of the SunÂ ,93494,1,394,English,R,70000000,2003,6.6,2.35,0,8,Action,4,1,0
train,1,140,100,47000485,KillersÂ ,72867,2,120,English,PG13,75000000,2010,5.4,2.35,2,5,Action,4,1,1
train,1,124,131,42044321,SpanglishÂ ,65668,2,342,English,PG13,80000000,2004,6.5,1.85,1,3,Comedy,3,1,0
train,1,190,91,73661010,Monster HouseÂ ,71137,0,229,English,PG,75000000,2006,6.6,2.35,1,2,Animation,5,2,0
train,1,132,123,41523271,BanditsÂ ,57038,2,261,English,PG13,80000000,2001,6.6,2.35,2,13,Comedy,4,1,0
train,1,53,134,37600435,First KnightÂ ,55350,3,180,English,PG13,55000000,1995,5.9,1.85,2,2,Action,4,0,0
train,1,91,148,39251128,Anna and the KingÂ ,31080,2,217,English,PG13,75000000,1999,6.7,2.35,0,6,Drama,3,0,0
train,1,284,110,83503161,ImmortalsÂ ,138190,1,405,English,R,75000000,2011,6.1,1.85,0,4,Action,4,0,0
train,1,152,113,34636443,HostageÂ ,93790,0,288,English,R,52000000,2005,6.6,2.35,2,1,Action,5,1,1
train,1,131,94,22751979,Titan A.E.Â ,52244,0,377,English,PG,75000000,2000,6.6,2.35,3,3,Action,5,1,0
train,1,132,116,30013346,Hollywood HomicideÂ ,31293,2,254,English,PG13,75000000,2003,5.3,2.35,2,4,Action,4,2,0
train,1,130,84,90820,CarriersÂ ,35510,0,119,English,PG13,10936016.254226472,2009,6,2.35,0,1,Drama,4,0,0
train,1,74,93,5409517,MonkeyboneÂ ,14280,0,171,English,PG13,75000000,2001,4.7,1.85,1,2,Animation,3,1,0
train,1,114,113,21009180,Flight of the PhoenixÂ ,45815,4,222,English,PG13,45000000,2004,6.1,2.35,1,3,Action,4,1,0
train,1,294,106,94999143,UnbreakableÂ ,245152,0,1344,English,PG13,75000000,2000,7.2,2.35,2,9,Drama,4,2,0
train,1,308,91,336029560,MinionsÂ ,142403,0,275,English,PG,74000000,2015,6.4,1.85,0,1,Action,5,2,0
train,1,435,128,36381716,Sucker PunchÂ ,197584,4,918,English,PG13,82000000,2011,6.1,2.35,2,7,Action,2,1,0
train,1,117,98,55585389,Snake EyesÂ ,64121,1,241,English,R,69000000,1998,5.9,2.35,0,10,Crime,3,3,0
train,1,108,134,36976367,SphereÂ ,81611,3,274,English,PG13,75000000,1998,6,2.35,0,13,Drama,4,0,0
train,1,141,97,107225164,The Angry Birds MovieÂ ,27130,0,126,English,PG,73000000,2016,6.3,1.85,0,1,Action,4,1,1
train,1,176,112,70224196,Fool's GoldÂ ,59352,0,138,English,PG13,70000000,2008,5.6,2.35,0,6,Action,5,1,0
train,1,230,153,51814190,Funny PeopleÂ ,100837,1,301,English,R,75000000,2009,6.4,1.85,0,4,Comedy,2,1,0
train,1,234,110,47456450,The KingdomÂ ,101386,1,289,English,R,70000000,2007,7.1,2.35,1,6,Action,3,1,0
train,1,164,122,148213377,Talladega Nights: The Ballad of Ricky BobbyÂ ,130776,5,437,English,PG13,73000000,2006,6.6,2.35,2,6,Action,3,2,0
train,1,91,87,112950721,Dr. Dolittle 2Â ,33884,0,79,English,PG,72000000,2001,4.6,2.35,1,4,Comedy,3,0,0
train,1,132,178,75600000,BraveheartÂ ,736638,1,1065,English,R,72000000,1995,8.4,2.35,0,3,Biography,4,0,0
train,1,299,87,183132370,The Simpsons MovieÂ ,259083,0,763,English,PG13,75000000,2007,7.4,2.35,0,1,Adventure,3,0,0
train,1,128,152,27796042,The MajesticÂ ,45031,1,376,English,PG,72000000,2001,6.9,1.85,2,4,Drama,2,1,0
train,1,261,108,114195633,The VillageÂ ,193770,0,2003,English,PG13,60000000,2004,6.5,1.85,0,9,Drama,4,2,0
train,1,73,85,144156464,Doctor DolittleÂ ,74343,0,98,English,PG13,71500000,1998,5.3,1.85,4,4,Comedy,3,1,0
train,1,208,106,227965690,SignsÂ ,271592,0,2335,English,PG13,72000000,2002,6.7,1.85,0,9,Drama,3,0,0
train,1,205,93,436471036,Shrek 2Â ,314630,1,483,English,PG,150000000,2004,7.2,1.85,0,4,Adventure,6,0,0
train,1,103,116,152149590,Runaway BrideÂ ,74274,2,255,English,PG,70000000,1999,5.5,2.35,1,8,Comedy,2,1,0
train,1,191,132,141204016,xXxÂ ,142569,0,737,English,PG13,70000000,2002,5.8,2.35,1,9,Action,3,1,0
train,1,79,139,136448821,RansomÂ ,98989,1,158,English,R,80000000,1996,6.6,1.85,2,12,Crime,2,1,0
train,1,486,153,120523073,Inglourious BasterdsÂ ,885175,1,1527,English,R,75000000,2009,8.3,2.35,1,8,Adventure,3,1,0
train,1,75,142,119654900,HookÂ ,182802,1,363,English,PG,70000000,1991,6.7,2.35,1,24,Adventure,4,2,1
train,1,142,124,117541000,Die Hard 2Â ,269858,0,316,English,R,70000000,1990,7.1,2.35,1,14,Action,2,1,0
train,1,144,117,116643346,S.W.A.T.Â ,119807,1,340,English,PG13,80000000,2003,6,2.35,2,2,Action,4,0,0
train,1,153,141,100614858,Vanilla SkyÂ ,206776,1,1248,English,R,68000000,2001,6.9,1.85,3,6,Fantasy,5,1,0
train,1,284,110,42272747,Lady in the WaterÂ ,78635,1,1040,English,PG13,70000000,2006,5.6,1.85,0,9,Drama,4,0,0
train,1,247,109,80281096,AVP: Alien vs. PredatorÂ ,143628,0,1283,English,PG13,60000000,2004,5.6,2.35,1,3,Action,4,0,0
train,1,107,88,219613391,Alvin and the Chipmunks: The SqueakquelÂ ,31649,0,98,English,PG,75000000,2009,4.5,1.85,2,4,Animation,5,1,0
train,1,141,124,78120196,We Were SoldiersÂ ,103241,0,742,English,R,75000000,2002,7.1,2.35,1,4,Action,4,0,0
train,1,358,119,98895417,Olympus Has FallenÂ ,203154,3,698,English,R,70000000,2013,6.5,2.35,2,8,Action,2,2,0
train,1,160,103,70117571,Star Trek: InsurrectionÂ ,56741,0,515,English,PG,58000000,1998,6.4,2.35,1,3,Action,4,0,0
train,1,355,116,83552429,Battle Los AngelesÂ ,154955,0,800,English,PG13,70000000,2011,5.8,2.35,1,5,Action,2,0,0
train,1,235,125,66257002,Big FishÂ ,350698,0,816,English,PG13,70000000,2003,8,1.37,1,14,Adventure,3,1,0
train,0,388,146,79883359,War HorseÂ ,116159,1,488,English,PG13,66000000,2011,7.2,2.35,2,24,Drama,2,0,2
train,1,371,118,78031620,The Monuments MenÂ ,102248,7,403,English,PG13,70000000,2014,6.1,2.35,1,5,Drama,2,2,0
train,1,297,136,52474616,Wall Street: Money Never SleepsÂ ,84118,2,245,English,PG13,70000000,2010,6.3,2.35,0,10,Drama,1,0,0
train,1,261,92,55942830,Dracula UntoldÂ ,138582,1,423,English,PG13,70000000,2014,6.3,2.35,2,1,Action,5,0,0
train,1,120,116,40932372,The SiegeÂ ,58023,0,281,English,R,70000000,1998,6.3,2.35,3,6,Action,2,2,0
train,1,76,136,37901509,Seven Years in TibetÂ ,96385,1,119,English,PG13,70000000,1997,7,2.35,0,2,Adventure,5,1,0
train,1,185,111,48430355,The DilemmaÂ ,43709,2,141,English,PG13,70000000,2011,5.3,2.35,5,12,Comedy,2,1,0
train,1,128,116,30157016,Bad CompanyÂ ,39659,2,189,English,PG13,70000000,2002,5.6,2.35,3,10,Action,4,1,0
train,1,242,88,62321039,Underworld: AwakeningÂ ,117096,1,271,English,R,70000000,2012,6.4,2.35,4,1,Action,3,0,0
train,1,360,136,38509342,Rock of AgesÂ ,61995,7,356,English,PG13,75000000,2012,5.9,2.35,1,6,Comedy,4,0,0
train,1,112,125,19076815,Hart's WarÂ ,43651,0,196,English,R,60000000,2002,6.3,2.35,0,3,Drama,2,1,0
train,1,151,98,18990542,RollerballÂ ,22264,3,289,English,R,70000000,2002,3,2.35,2,9,Action,3,0,0
train,1,92,91,14294842,Ballistic: Ecks vs. SeverÂ ,16761,1,277,English,R,70000000,2002,3.6,2.35,2,1,Action,4,0,0
train,1,79,97,19819494,Hard RainÂ ,26893,0,126,English,R,70000000,1998,5.8,2.35,2,1,Action,4,1,0
train,1,81,95,13596911,Osmosis JonesÂ ,25572,0,123,English,PG,70000000,2001,6.2,2.35,1,10,Action,7,0,0
train,1,261,133,7097125,BlackhatÂ ,38983,1,207,English,R,70000000,2015,5.4,2.35,3,6,Action,5,1,1
train,1,197,106,37760080,Sky Captain and the World of TomorrowÂ ,72868,2,618,English,PG,70000000,2004,6.1,1.85,1,1,Action,5,1,0
train,1,286,115,25121291,Escape PlanÂ ,177653,1,279,English,R,50000000,2013,6.7,2.35,4,4,Action,5,1,0
train,1,156,99,18821279,The Legend of HerculesÂ ,44891,0,202,English,PG13,70000000,2014,4.2,2.35,1,14,Action,3,0,0
train,1,176,124,118471320,The Sum of All FearsÂ ,86504,0,568,English,PG13,68000000,2002,6.4,2.35,1,1,Action,3,2,0
train,1,141,124,71069884,The ScoreÂ ,101899,0,445,English,R,68000000,2001,6.8,2.35,0,7,Crime,3,1,1
train,1,304,87,251501645,Despicable MeÂ ,385943,0,296,English,PG,69000000,2010,7.7,1.85,1,2,Animation,3,1,0
train,1,40,105,35324232,Money TrainÂ ,32224,1,62,English,R,68000000,1995,5.6,2.35,1,1,Action,5,0,0
train,1,280,125,81257500,Ted 2Â ,117739,0,229,English,R,68000000,2015,6.4,2.35,4,3,Comedy,1,2,0
train,1,125,121,29655590,Mystery MenÂ ,53970,4,435,English,PG13,65000000,1999,6,1.85,0,1,Action,4,0,0
train,1,237,111,45045037,Hall PassÂ ,103230,3,143,English,R,36000000,2011,5.9,2.35,5,10,Comedy,2,0,0
train,1,209,157,28965197,The InsiderÂ ,133526,1,521,English,R,68000000,1999,7.9,2.35,0,6,Biography,3,2,0
train,1,178,117,27550735,The Finest HoursÂ ,27481,0,113,English,PG13,60221266.31159831,2016,6.8,2.35,0,4,Action,4,0,0
train,1,238,128,39380442,Body of LiesÂ ,174248,1,263,English,R,70000000,2008,7.1,2.35,1,14,Action,3,1,1
train,1,190,114,72980108,Dinner for SchmucksÂ ,80338,2,264,English,PG13,33163991.232896686,2010,5.9,1.85,0,7,Comedy,1,2,0
train,1,393,105,37516013,Abraham Lincoln: Vampire HunterÂ ,128629,0,348,English,R,69000000,2012,5.9,2.35,1,3,Action,3,0,0
train,1,138,113,87704396,EntrapmentÂ ,88132,1,274,English,PG13,66000000,1999,6.2,2.35,1,4,Action,4,0,0
train,1,142,121,83892374,The X FilesÂ ,85720,0,297,English,PG13,66000000,1998,7,2.35,3,3,Drama,4,1,0
train,1,219,169,216119491,Saving Private RyanÂ ,881236,2,2277,English,R,70000000,1998,8.6,1.85,0,24,Action,3,3,0
train,1,149,127,182805123,What Women WantÂ ,158864,1,395,English,PG13,70000000,2000,6.4,1.37,2,5,Comedy,3,1,0
train,1,193,103,176387405,Ice AgeÂ ,328159,0,467,English,PG,59000000,2002,7.6,1.85,0,3,Adventure,4,1,0
train,1,175,136,33685268,DreamcatcherÂ ,75573,1,662,English,R,68000000,2003,5.5,2.35,2,5,Drama,4,1,0
train,1,313,136,171383253,The MatrixÂ ,1217752,3,3646,English,R,63000000,1999,8.7,2.35,0,5,Action,2,1,0
train,1,159,140,172071312,Apollo 13Â ,208817,0,296,English,PG,62000000,1995,7.6,2.35,1,12,Adventure,3,1,0
train,1,80,104,139225854,The Santa Clause 2Â ,34561,0,116,English,G,60000000,2002,5.5,1.85,2,2,Comedy,3,0,0
train,1,488,158,148775460,Les MisÃ©rablesÂ ,243834,1,845,English,PG13,61000000,2012,7.6,1.85,1,1,Drama,3,2,1
train,1,153,119,115731542,You've Got MailÂ ,151812,2,556,English,PG,65000000,1998,6.5,1.85,3,2,Comedy,3,1,0
train,1,173,106,100468793,Step BrothersÂ ,212499,2,277,English,R,65000000,2008,6.9,2.35,3,6,Comedy,1,2,0
train,1,156,136,93771072,The Mask of ZorroÂ ,135404,0,318,English,PG13,65000000,1998,6.7,2.35,2,5,Action,6,1,0
train,1,307,95,100448498,Due DateÂ ,272789,3,285,English,R,65000000,2010,6.6,2.35,1,7,Comedy,2,1,1
train,1,322,137,115603980,UnbrokenÂ ,103589,0,351,English,PG13,65000000,2014,7.2,2.35,3,3,Biography,4,0,0
train,0,169,130,90454043,Space CowboysÂ ,60165,1,326,English,PG13,65000000,2000,6.4,2.35,0,20,Action,3,1,0
train,1,74,124,84049211,CliffhangerÂ ,96096,1,172,English,R,70000000,1993,6.4,2.35,1,14,Action,3,1,0
train,1,72,108,70450000,Broken ArrowÂ ,77390,2,189,English,R,50000000,1996,6,2.35,0,5,Action,3,1,0
train,1,86,104,69688384,The KidÂ ,34473,1,139,English,PG,60000000,2000,6.1,1.85,1,7,Comedy,3,1,0
train,1,242,129,70236496,World Trade CenterÂ ,67395,0,564,English,PG13,63000000,2006,6,1.85,3,10,Drama,3,2,0
train,1,141,117,63695760,Mona Lisa SmileÂ ,61490,1,264,English,PG13,65000000,2003,6.4,1.85,3,5,Drama,1,2,0
train,1,313,99,59617068,The DictatorÂ ,213863,0,310,English,R,65000000,2012,6.4,2.35,1,5,Comedy,2,0,0
train,1,176,118,85911262,AnnieÂ ,24735,6,213,English,PG,65000000,2014,5.2,2.39,2,3,Comedy,4,0,0
train,1,279,105,53846915,FocusÂ ,149337,0,221,English,R,50100000,2015,6.6,1.85,1,2,Comedy,4,1,0
train,1,241,103,54758461,This Means WarÂ ,147641,3,238,English,PG13,65000000,2012,6.3,2.35,4,6,Action,3,0,1
train,1,185,122,52397389,Blade: TrinityÂ ,132954,0,514,English,R,65000000,2004,5.9,2.35,2,2,Action,6,1,0
train,1,97,114,50634518.181043185,Red DawnÂ ,41776,0,383,English,PG13,16900000,1984,6.4,1.85,2,3,Action,3,0,0
train,1,94,121,33328051,The Long Kiss GoodnightÂ ,60508,2,285,English,R,65000000,1996,6.7,2.35,3,14,Action,5,0,0
train,1,134,135,32598931,Proof of LifeÂ ,49300,1,265,English,R,65000000,2000,6.2,2.35,0,6,Action,3,0,0
train,1,136,101,28045540,Zathura: A Space AdventureÂ ,67707,0,202,English,PG,65000000,2005,6.1,1.85,1,5,Action,6,2,0
train,1,315,151,37023395,Fight ClubÂ ,1347461,2,2968,English,R,63000000,1999,8.8,2.35,0,10,Drama,1,1,0
train,1,96,131,43532294,We Are MarshallÂ ,46951,0,175,English,PG,65000000,2006,7.1,2.35,1,6,Drama,2,1,0
train,0,339,102,13750556,Sin City: A Dame to Kill ForÂ ,111102,3,239,English,R,65000000,2014,6.5,1.85,7,3,Action,3,2,1
train,1,96,133,31054924,Random HeartsÂ ,17025,1,290,English,R,64000000,1999,5.1,1.85,2,4,Drama,3,2,0
train,1,194,94,213079163,Austin Powers in GoldmemberÂ ,162909,2,795,English,PG13,63000000,2002,6.2,2.35,3,7,Action,3,0,0
train,1,308,127,356784000,Jurassic ParkÂ ,613473,0,895,English,PG13,63000000,1993,8.1,1.85,0,24,Adventure,3,0,0
train,1,40,212,25052000,Wyatt EarpÂ ,35314,0,145,English,PG13,63000000,1994,6.6,2.35,1,5,Adventure,5,2,0
train,1,42,141,122012710,Clear and Present DangerÂ ,69663,1,133,English,PG13,62000000,1994,6.9,2.35,4,5,Action,4,1,0
train,1,78,98,58255287,LittlemanÂ ,39471,1,187,English,PG13,64000000,2006,4.3,1.85,1,4,Comedy,2,1,0
train,1,75,114,65000000,The American PresidentÂ ,43027,0,214,English,PG13,62000000,1995,6.8,2.35,1,11,Comedy,3,0,0
train,1,150,87,32178777,The Love GuruÂ ,43300,6,250,English,PG13,62000000,2008,3.8,2.35,0,1,Comedy,3,0,0
train,1,113,125,15738632,3000 Miles to GracelandÂ ,38076,2,399,English,R,42000000,2001,5.9,2.35,0,1,Action,4,1,0
train,1,596,187,54116191,The Hateful EightÂ ,272839,1,1018,English,R,44000000,2015,7.9,2.76,3,8,Crime,5,0,1
train,1,191,93,118153533,Blades of GloryÂ ,129995,2,246,English,PG13,61000000,2007,6.3,1.85,2,2,Comedy,2,2,0
train,1,156,95,108012170,HopÂ ,24089,0,82,English,PG,63000000,2011,5.5,1.85,0,4,Adventure,5,1,0
train,1,460,117,210592590,300Â ,607235,0,2073,English,R,65000000,2006,7.7,2.35,1,7,Action,4,1,0
train,1,141,106,279167575,Meet the FockersÂ ,211296,6,428,English,PG13,80000000,2004,6.3,1.85,4,7,Comedy,2,1,1
train,1,180,115,143151473,Marley & MeÂ ,116681,0,320,English,PG,60000000,2008,7.1,2.35,6,4,Comedy,3,0,0
train,1,186,189,136801374,The Green MileÂ ,782610,0,1377,English,R,60000000,1999,8.5,1.85,2,4,Crime,4,1,0
train,1,177,100,168213584,Wild HogsÂ ,99989,3,255,English,PG13,49679573.467493914,2007,5.9,2.35,2,3,Action,3,0,0
train,1,161,81,135381507,Chicken LittleÂ ,63912,0,251,English,G,150000000,2005,5.8,1.85,2,3,Adventure,5,2,0
train,1,568,149,167735396,Gone GirlÂ ,569841,0,1127,English,R,61000000,2014,8.1,2.35,2,10,Crime,4,0,0
train,1,249,119,121468960,The Bourne IdentityÂ ,407601,1,849,English,PG13,60000000,2002,7.9,2.35,3,7,Action,3,1,0
train,1,113,116,102678089,The General's DaughterÂ ,42705,0,274,English,R,95000000,1999,6.3,2.35,2,8,Drama,3,0,0
train,1,213,103,125603360,The Truman ShowÂ ,667983,1,877,English,PG,60000000,1998,8.1,1.85,0,4,Comedy,3,0,0
train,1,120,99,101217900,The Prince of EgyptÂ ,91093,2,353,English,PG,70000000,1998,7,1.85,4,1,Adventure,7,0,0
train,1,81,92,104148781,Daddy Day CareÂ ,49486,1,116,English,PG,60000000,2003,5.5,1.85,0,4,Comedy,2,1,0
train,1,265,109,75573300,2 GunsÂ ,156898,1,172,English,R,61000000,2013,6.7,2.35,3,2,Action,5,1,0
train,1,105,87,93375151,Cats & DogsÂ ,46031,0,235,English,PG,60000000,2001,5.2,1.85,4,2,Action,4,0,0
train,1,155,111,106126012,The Italian JobÂ ,285623,6,497,English,PG13,60000000,2003,7,2.35,1,7,Action,3,2,1
train,1,131,83,90646554,AntzÂ ,124641,0,289,English,PG,105000000,1998,6.6,1.85,1,5,Adventure,4,2,0
train,1,166,113,109176215,Couples RetreatÂ ,83506,6,144,English,PG13,60000000,2009,5.5,1.85,2,1,Comedy,1,1,0
train,1,77,94,82569532,Cheaper by the Dozen 2Â ,42737,6,128,English,PG,60000000,2005,5.4,2.35,0,6,Adventure,3,0,0
train,1,213,140,80574010,Eat Pray LoveÂ ,63493,1,302,English,PG13,60000000,2010,5.7,1.85,2,2,Drama,2,2,0
train,1,315,111,90356857,REDÂ ,238916,4,328,English,PG13,58000000,2010,7.1,2.35,3,6,Action,4,2,0
train,1,171,156,75530832,Any Given SundayÂ ,97047,5,452,English,R,55000000,1999,6.8,2.35,2,10,Drama,2,2,0
train,1,96,170,75370763,The Horse WhispererÂ ,32353,0,263,English,PG13,60000000,1998,6.5,1.85,0,5,Drama,3,1,1
train,1,299,120,100003492,CollateralÂ ,293662,0,836,English,R,65000000,2004,7.6,2.35,3,6,Crime,3,2,0
train,1,167,100,90341670,The Scorpion KingÂ ,102129,4,432,English,PG13,60000000,2002,5.5,2.35,0,5,Action,4,1,0
train,1,125,115,74540762,Ladder 49Â ,48753,2,323,English,PG13,55000000,2004,6.5,1.85,2,3,Action,3,1,0
train,1,387,130,80033643,Jack ReacherÂ ,226570,2,448,English,PG13,60000000,2012,7,2.35,1,2,Action,4,2,0
train,1,199,105,73648142,Deep Blue SeaÂ ,99043,1,643,English,R,60000000,1999,5.8,2.35,0,14,Action,3,1,0
train,1,136,111,71844424,This Is ItÂ ,33158,0,223,English,PG,60000000,2009,7.3,1.78,4,5,Documentary,2,0,0
train,1,436,106,75638743,ContagionÂ ,180479,4,411,English,PG13,60000000,2011,6.6,1.85,0,14,Drama,2,1,0
train,1,73,89,66734992,Kangaroo JackÂ ,23476,0,181,English,PG,60000000,2003,4.4,2.35,1,2,Action,4,0,0
train,0,310,100,75280058,CoralineÂ ,143121,1,279,English,PG,60000000,2009,7.7,1.85,3,2,Animation,3,0,0
train,1,323,91,64505912,The HappeningÂ ,163130,0,1264,English,R,48000000,2008,5,1.85,2,9,Sci-Fi,2,1,0
train,1,171,146,77862546,Man on FireÂ ,266310,2,690,English,R,70000000,2004,7.7,2.35,1,10,Action,4,1,0
train,1,76,98,61112916,The Shaggy DogÂ ,14888,0,83,English,PG,50000000,2006,4.4,2.35,2,6,Comedy,3,1,1
train,1,173,101,88200225,Starsky & HutchÂ ,120795,5,308,English,PG13,60000000,2004,6.1,2.35,1,7,Comedy,2,0,0
train,1,81,94,60573641,Jingle All the WayÂ ,68406,1,162,English,PG,60000000,1996,5.4,1.85,2,5,Comedy,2,0,0
train,1,242,132,59035104,HellboyÂ ,244566,1,597,English,PG13,66000000,2004,6.8,1.85,1,4,Action,4,0,0
train,1,110,115,56702901,A Civil ActionÂ ,23302,1,181,English,PG13,60000000,1998,6.5,2.35,1,1,Drama,1,1,0
train,1,328,92,55994557,ParaNormanÂ ,72287,0,176,English,PG,60000000,2012,7,2.35,0,1,Adventure,5,1,0
train,1,83,124,54910560,The JackalÂ ,88225,0,227,English,R,60000000,1997,6.3,2.35,1,3,Action,4,2,1
train,1,196,119,53789313,PaycheckÂ ,89816,0,347,English,PG13,60000000,2003,6.3,2.35,3,5,Action,4,0,0
train,1,81,98,50189179,The TuxedoÂ ,61966,2,207,English,PG13,60000000,2002,5.3,1.85,3,1,Action,3,0,0
train,1,47,92,50024083,Under Siege 2: Dark TerritoryÂ ,35918,1,126,English,R,60000000,1995,5.4,1.85,1,1,Action,2,0,0
train,1,313,105,50549107,Jack Ryan: Shadow RecruitÂ ,99035,3,289,English,PG13,60000000,2014,6.2,2.35,0,3,Action,3,0,0
train,1,315,124,56443482,JoyÂ ,75329,3,256,English,PG13,60000000,2015,6.6,1.85,3,8,Biography,3,3,2
train,1,223,116,47748610,Alien: ResurrectionÂ ,170179,0,656,English,R,75000000,1997,6.3,2.35,3,1,Action,3,0,0
train,1,198,124,46975183,ShooterÂ ,256213,0,338,English,R,61000000,2007,7.2,2.35,0,8,Action,5,0,0
train,1,92,104,46611204,Practical MagicÂ ,55749,1,257,English,PG13,48000000,1998,6.1,2.35,3,1,Comedy,4,0,0
train,1,111,115,48472213,Miss Congeniality 2: Armed and FabulousÂ ,51252,2,156,English,PG13,45000000,2005,5,2.35,4,3,Action,3,0,0
train,1,138,101,43060566,Reign of FireÂ ,107859,0,569,English,PG13,60000000,2002,6.2,2.35,0,3,Action,5,3,1
train,1,415,113,45996718,Gangster SquadÂ ,173530,3,264,English,R,60000000,2013,6.7,2.35,2,2,Action,4,1,1
train,1,170,100,43337279,Year OneÂ ,76770,2,203,English,PG13,60000000,2009,4.9,1.85,0,8,Adventure,2,2,0
train,1,306,134,37479778,InvictusÂ ,124222,1,259,English,PG13,60000000,2009,7.4,2.35,1,20,Biography,4,2,0
train,1,252,127,36965395,State of PlayÂ ,113295,3,235,English,PG13,37851291.12615281,2009,7.1,2.35,0,1,Crime,4,1,0
train,1,211,125,40559930,DuplicityÂ ,41727,0,184,English,PG13,60000000,2009,6.2,2.35,0,3,Comedy,4,2,0
train,1,49,94,36830057,My Favorite MartianÂ ,10883,2,73,English,PG,65000000,1999,4.9,1.85,1,8,Comedy,3,0,0
train,1,161,107,36279230,The SentinelÂ ,42144,0,213,English,PG13,60000000,2006,6.1,2.35,2,2,Action,3,0,0
train,1,172,116,43119879,Star Trek: NemesisÂ ,58450,0,842,English,PG13,60000000,2002,6.4,2.35,0,2,Action,4,0,1
train,1,161,100,35096190,Intolerable CrueltyÂ ,76560,1,322,English,PG13,60000000,2003,6.3,1.85,1,2,Comedy,3,0,0
train,1,239,111,35754555,Trouble with the CurveÂ ,47954,0,150,English,PG13,27401473.867449958,2012,6.8,2.35,0,1,Drama,2,1,0
train,1,105,96,32122249,Analyze ThatÂ ,69319,1,138,English,R,60000000,2002,5.9,1.85,1,8,Comedy,2,1,1
train,1,198,101,40076438,Righteous KillÂ ,73368,2,248,English,R,60000000,2008,6,2.35,6,3,Action,5,2,1
train,1,125,126,30695227,The Legend of Bagger VanceÂ ,45296,3,267,English,PG13,60000000,2000,6.7,1.85,0,5,Drama,3,3,0
train,1,149,152,32522352,Almost FamousÂ ,207287,1,822,English,R,60000000,2000,7.9,1.85,0,6,Adventure,4,2,1
train,1,77,101,26082914,xXx: State of the UnionÂ ,51349,2,213,English,PG13,87000000,2005,4.3,2.35,1,3,Action,4,0,0
train,1,225,87,29136626,PriestÂ ,97089,0,233,English,PG13,60000000,2011,5.7,2.35,1,2,Action,5,0,0
train,1,98,85,26288320,Sinbad: Legend of the Seven SeasÂ ,36144,0,91,English,PG,60000000,2003,6.7,1.66,1,1,Adventure,7,1,0
train,1,117,104,30063805,DragonflyÂ ,31788,0,243,English,PG13,60000000,2002,6.1,2.35,1,7,Drama,5,0,0
train,1,100,91,14218868,SupernovaÂ ,14596,0,282,English,PG13,65000000,2000,4.8,2.35,1,4,Horror,3,0,0
train,1,189,118,22451,Winter's TaleÂ ,41288,0,126,English,PG13,60000000,2014,6.2,2.35,3,1,Drama,4,1,1
train,1,212,130,31165421,The Mortal Instruments: City of BonesÂ ,107028,3,457,English,PG13,60000000,2013,6,2.35,2,2,Fantasy,4,0,0
train,1,127,90,11802056,Meet DaveÂ ,31640,1,109,English,PG,60000000,2008,4.9,1.85,1,6,Adventure,5,0,0
train,1,115,122,22362500,EdtvÂ ,35599,0,195,English,PG13,55000000,1999,6.1,1.85,4,12,Comedy,2,1,0
train,1,223,103,19781879,The SpiritÂ ,53864,1,290,English,PG13,60000000,2008,4.8,2.35,3,3,Action,4,1,1
train,1,54,127,4426297,Beyond BordersÂ ,22570,2,156,English,R,35000000,2003,6.5,2.35,1,5,Adventure,4,1,0
train,0,81,132,10166502,The Great RaidÂ ,18209,0,183,Other,R,80000000,2005,6.7,2.35,2,4,Action,3,1,0
train,1,579,108,363024263,DeadpoolÂ ,479047,0,1058,English,R,58000000,2016,8.1,2.35,2,1,Action,5,1,0
